what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530698207
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530720121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530731088
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333530731119
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530735639
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530740427
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530740575
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530812322
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530814064
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333530814087
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530816310
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530819332
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530819476
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530841514
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530841841
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530841982
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530843005
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530850144
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1333530850169
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333530852705
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530891029
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530943519
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530945506
activated,editor,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1333530949665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1333530952107
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333530952584
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530953796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530974194
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333530975125
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530977294
activated,editor,org.eclipse.wst.xsd.ui,1.2.204.v200909021537,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1333530979091
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333530986778
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333530997079
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531064692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531070155
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531072846
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531073147
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531077057
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531078308
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531079380
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531130246
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531133924
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531135997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531141156
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531180117
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531186032
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531192496
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531195590
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531727933
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.selectAll",1333531748743
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531759048
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531759512
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531761755
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1333531771664
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531791140
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1333531796911
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1333531797430
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333531810076
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531821418
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531822211
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531822665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531823294
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1333531825270
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333531826631
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333531826859
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333531827107
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531834307
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531839096
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333531839160
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333531840661
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333531840807
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1333531858678
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1333531887978
